gene,pval,qval,log2fc,mean,zero_mean,zero_variance,FDR
A2M,0.0015241448444781576,0.04122990066868326,1.2831306703356955,35.4683098676728,False,False,0.04122990066868326
NAT2,0.07167668504507996,0.2654715811566346,0.32380910269256047,7.655204249591362,False,False,0.2654715811566346
ACADM,0.00018064529963471065,0.014416602869007818,-0.9987582170313188,74.63915829542206,False,False,0.014416602869007818
ACADS,0.4348066054262676,0.6584530170649907,-0.2835982344868966,35.556143970024294,False,False,0.6584530170649907
ACAT1,2.316935104346046e-06,0.004550710840075817,-1.0541078031277666,167.44629538931497,False,False,0.004550710840075817
ACVRL1,0.04962909923014263,0.22000173048762076,0.7288013967249338,8.363744724087598,False,False,0.22000173048762076
PSEN1,0.8425411096436975,0.9213522389531421,0.2820335126517996,23.734570759098702,False,False,0.9213522389531421
ADA,0.5038541285038683,0.710419681060111,1.0909572826527372,7.599375934135622,False,False,0.710419681060111
SGCA,0.0005474253697465828,0.02516659320379675,1.587519051259195,25.396702347732173,False,False,0.02516659320379675
ADRB2,0.012080323652407108,0.10908844731112187,1.3621154689276944,10.307023222853498,False,False,0.10908844731112187
ADRB3,0.013996009706828043,0.11816265001069035,1.2030967044134175,9.783669355438976,False,False,0.11816265001069035
AGL,0.6057743405604606,0.7813339027080006,-0.20223127139757102,20.380915618524316,False,False,0.7813339027080006
AGXT,0.3515353466863437,0.5897061214630478,0.5005381418848109,9.767469906225436,False,False,0.5897061214630478
ABCD1,0.035691034574983176,0.19009534045507012,1.7449357195970248,7.124354153144649,False,False,0.19009534045507012
ALDOB,0.8426765356863225,0.9213522389531421,0.3086103351138269,249.06268943228372,False,False,0.9213522389531421
AMPD1,0.0035264890655474397,0.05805215941265505,1.658544134535142,10.833105680419177,False,False,0.05805215941265505
APC,0.45716626077724,0.677149161316144,0.8217835445627099,8.13842502454432,False,False,0.677149161316144
APOA1,0.14945150893254047,0.3774124839332328,0.6335088886626752,7.4840904212579495,False,False,0.3774124839332328
APOC3,0.0002171127969244182,0.015387972874351778,1.7513763957496948,15.384335308540157,False,False,0.015387972874351778
APOE,0.016625625949665067,0.12952587660911694,-0.4299689087806128,69.34815755704554,False,False,0.12952587660911694
APOH,0.016462996743356054,0.1288556805170546,1.2345118584148969,10.248570232856563,False,False,0.1288556805170546
ARG1,0.04050802901759519,0.20180938635233275,1.2425576350950698,8.553853651372396,False,False,0.20180938635233275
ARSB,0.1592115331763121,0.39057544036278835,1.1524663350387516,5.409048784069898,False,False,0.39057544036278835
ASL,0.23895815362175832,0.485926224471194,0.29032358867453795,35.22097582933379,False,False,0.485926224471194
ASPA,0.012260518739271108,0.11019626764631206,-0.8882904205943116,18.827065398053424,False,False,0.11019626764631206
ASS1,0.13487567747478818,0.35846318005442446,0.3323886698864971,90.63657918790491,False,False,0.35846318005442446
ATM,0.5814293959201293,0.7660890203453787,0.556852783129125,17.33118245659805,False,False,0.7660890203453787
ATP7A,0.4316776468918334,0.6573394371195451,0.9528657409230786,15.605547765406165,False,False,0.6573394371195451
ATP7B,0.047172766136999146,0.21626305545909197,1.0161667016217697,9.683488159644895,False,False,0.21626305545909197
AVPR2,0.0030981703322792713,0.05352515934469034,-1.083254538097922,17.155713337223702,False,False,0.05352515934469034
BLM,0.06435261408452979,0.25110004605779307,1.411926667925402,12.5871468520746,False,False,0.25110004605779307
BRCA2,0.008836372302893115,0.09252936996062892,1.4412894932424827,7.925326295015288,False,False,0.09252936996062892
BTD,0.36793674064406046,0.6037543022469892,0.5089037878517689,8.169441572049768,False,False,0.6037543022469892
BTK,0.7083457895737335,0.8490879855197455,0.3130147706369614,6.2639072232130095,False,False,0.8490879855197455
SERPING1,0.0022397175719615792,0.04915954238909265,0.5896793083886894,493.97195062404717,False,False,0.04915954238909265
C2,0.6124509485518788,0.7869022915808217,0.20461030788421555,9.232282708330851,False,False,0.7869022915808217
C3,3.0019655274323928e-06,0.004550710840075817,2.893609109685979,267.96559933918275,False,False,0.004550710840075817
C6,0.7367522289096067,0.8665221517616611,-0.5717595889561617,13.31746171160442,False,False,0.8665221517616611
C8B,0.13576081681863442,0.35846318005442446,0.6958248862730688,6.56191136197346,False,False,0.35846318005442446
CA2,0.00018076267986865988,0.014416602869007818,-1.3302792607082101,311.2303042528106,False,False,0.014416602869007818
CACNA1S,0.004659514748850843,0.06709338630193552,2.0131242092978425,7.548860538296583,False,False,0.06709338630193552
CBS,0.0008730003430715655,0.0319066909007764,2.46501301098615,17.97318223627602,False,False,0.0319066909007764
CD36,0.03812376700895944,0.19626216752868222,1.4449595368663963,10.805724376585424,False,False,0.19626216752868222
CD3G,0.04209327611673252,0.20648247295543526,1.4495303918318012,8.427939589430645,False,False,0.20648247295543526
CD40LG,0.017123958675854492,0.13218381617827937,1.9024934015808395,7.837756651203806,False,False,0.13218381617827937
CDK4,0.7206730045134904,0.8550046914611483,0.06323510408940117,21.364845322399603,False,False,0.8550046914611483
CDKN1C,0.13487567747478818,0.35846318005442446,-0.6519966932822995,171.91037396686832,False,False,0.35846318005442446
CETP,0.005074169000277157,0.07047476542642635,1.3114361922788391,8.374016459395246,False,False,0.07047476542642635
CHRNE,0.16432485406173536,0.3978310508150544,1.0680775219903555,9.943588408028205,False,False,0.3978310508150544
LYST,0.3587360686743082,0.5954293939087831,0.4257896011132764,14.524424041189798,False,False,0.5954293939087831
ERCC8,0.11493928995885258,0.33007086481512504,1.0830036326794301,9.005803201256729,False,False,0.33007086481512504
CLCN1,0.15597912519822188,0.3869779771443684,0.4533764514401815,8.402777485731171,False,False,0.3869779771443684
CLCN5,0.5330228226331026,0.7311703247241916,0.48723791474805084,18.443713002088593,False,False,0.7311703247241916
CLN3,0.5164002701429009,0.719703988735669,0.3281119100898396,23.671644071253333,False,False,0.719703988735669
CNGA1,0.47171807158647416,0.6873701643364108,-0.4484756046094808,13.157663903585295,False,False,0.6873701643364108
COL1A1,0.10373678511784389,0.3151792668366938,1.0077264601272,17.49215105103283,False,False,0.3151792668366938
COL1A2,0.01062568405529801,0.10214216158872254,1.8271616956596672,55.196421460407535,False,False,0.10214216158872254
COL4A3,0.00013802958189299913,0.012882868076255518,2.352019385844924,30.139548580820964,False,False,0.012882868076255518
COL5A1,0.08490002686609835,0.2884511930046672,1.162699130285825,9.432837079210978,False,False,0.2884511930046672
COMP,0.009929914905669038,0.09867519629408926,2.246945562223923,15.69563633058129,False,False,0.09867519629408926
CP,0.04735560062928509,0.21694000456639317,0.8662225785212472,17.854262305469046,False,False,0.21694000456639317
CPOX,0.31269514878076754,0.5563660890444451,0.29417118848773766,6.0520377391722135,False,False,0.5563660890444451
CPT2,0.4162300200635788,0.6442616748566503,-0.32125854889522576,16.602815721093155,False,False,0.6442616748566503
CST3,0.5515673446241796,0.7441775249803992,0.23525249574890741,205.07779377262767,False,False,0.7441775249803992
CSTB,0.00045434551624096327,0.022782534111128846,-0.9284665893013936,186.12145772794395,False,False,0.022782534111128846
CYP17A1,0.9459192572635271,0.9759462608866866,0.1545480956197607,8.041806453611793,False,False,0.9759462608866866
CYP19A1,0.4179575740665761,0.6448856731949514,0.05761637857981608,8.587645553961032,False,False,0.6448856731949514
CYP1B1,0.017447750652710547,0.13377673652500358,1.021095125265123,14.57233398716624,False,False,0.13377673652500358
CYP2D6,0.17722017397437928,0.412985501139539,0.6843303902632538,15.11988835218476,False,False,0.412985501139539
DDB2,0.002277937379811447,0.04941228058458523,1.7111490723937448,12.878153521840165,False,False,0.04941228058458523
DLD,0.00037104171134795305,0.020665517756791856,-0.9974939629811583,47.15799471227134,False,False,0.020665517756791856
SLC26A3,0.534304898530336,0.7311769497453449,0.16990160920149097,5.487981714853426,False,False,0.7311769497453449
SLC26A2,0.2543694262059323,0.502793845925129,0.6922609423610513,6.829475833148491,False,False,0.502793845925129
TOR1A,0.2568431525987902,0.5052486553833101,-0.789655674973997,9.72402914558969,False,False,0.5052486553833101
EDN3,0.7516016977577005,0.8743435615843889,-0.11373173625935937,6.591436711753286,False,False,0.8743435615843889
EMD,0.1348586858939587,0.35846318005442446,-0.36444636758014176,54.43323777361614,False,False,0.35846318005442446
EPB42,0.11493928995885258,0.33007086481512504,1.3300215451317874,13.537021485770621,False,False,0.33007086481512504
EPHX1,0.03206650130916516,0.1819543323970822,0.6197932625791889,39.99703532893483,False,False,0.1819543323970822
EPOR,0.5330228226331026,0.7311703247241916,-0.23037002593242728,21.509303023175494,False,False,0.7311703247241916
ERCC5,0.2674806404845397,0.5160786538983773,0.6368792527733477,15.106827200912846,False,False,0.5160786538983773
ESR1,0.22177617897485769,0.46767926861482106,0.46439775128741795,7.071547124443985,False,False,0.46767926861482106
EXT1,0.5501045230015666,0.7437223432045876,-0.0523421747702061,17.289685179547565,False,False,0.7437223432045876
F11,0.6823579100721913,0.8298717240742576,0.262830363568859,10.816397504108707,False,False,0.8298717240742576
F13A1,0.6767990356647251,0.8288861898930638,0.17683386329549722,10.452520603086889,False,False,0.8288861898930638
F5,0.08637595488787735,0.2896937205702577,0.2504630876139493,6.093920009892161,False,False,0.2896937205702577
F9,0.16880199696325315,0.4023889912150313,0.8663100565810847,7.243438488099633,False,False,0.4023889912150313
FABP2,0.44733408973772526,0.6700560540447892,0.5559726009013689,6.664054044863073,False,False,0.6700560540447892
FANCA,0.5247234043523503,0.7248768748179695,0.8033052515683077,6.330086207971339,False,False,0.7248768748179695
FAH,0.6953918604740914,0.8402557039347034,0.4088965588284312,11.522618061158713,False,False,0.8402557039347034
MS4A2,0.10822752283794611,0.32153206106712395,0.8327330939490789,5.907266581930765,False,False,0.32153206106712395
FECH,0.760841981106261,0.8767216359698886,0.22718910130240036,25.80930025984601,False,False,0.8767216359698886
FGFR2,0.863425160652206,0.9326910345966268,0.06795294840520835,25.857344929764906,False,False,0.9326910345966268
FH,0.0028979238208987333,0.05217162365082944,-1.0749547393044474,28.648766029171824,False,False,0.05217162365082944
FSHR,0.021869535753295723,0.1490933056999762,1.0903323819057056,9.187629676446681,False,False,0.1490933056999762
FUCA1,0.002910216404068871,0.05217162365082944,-0.6912932694251177,75.34344538246712,False,False,0.05217162365082944
FUT1,0.056359682894253665,0.23482305905020961,1.65206327879244,8.42687435847957,False,False,0.23482305905020961
FUT6,0.006119858503524366,0.07729402176840364,1.0096516278490844,19.707932239625514,False,False,0.07729402176840364
G6PC,0.21954344878794607,0.46467769765767175,0.8096439374670151,9.691755620444692,False,False,0.46467769765767175
GALC,0.03476646523438173,0.1886325976282834,1.3295160919392623,13.563891236375017,False,False,0.1886325976282834
GALK1,0.018465366745416927,0.13704961126772938,1.843202904519157,5.6130901429711315,False,False,0.13704961126772938
GALT,0.5303229499664257,0.7296808290849999,0.014833557535377358,13.86814049976628,False,False,0.7296808290849999
GBE1,0.6623751309779664,0.8182526178803881,-0.3687466728966616,83.52289655731946,False,False,0.8182526178803881
GCDH,0.18819299021861324,0.4265753887069706,1.1174945924476953,9.176418478895977,False,False,0.4265753887069706
GCGR,0.06208207608666916,0.2468131354783598,0.7209591974141585,57.39194069839105,False,False,0.2468131354783598
GCH1,0.8583555236146936,0.9322700313126717,0.41261286933723323,10.227461954442466,False,False,0.9322700313126717
GHR,0.7845725162131038,0.8914036872960831,0.08519375680075313,5.550158872836974,False,False,0.8914036872960831
GIPR,0.005417207419813062,0.07211121502791445,1.5457892622524974,13.16377232714397,False,False,0.07211121502791445
GJA1,0.8583555236146936,0.9322700313126717,0.023912703018611255,7.537186064371248,False,False,0.9322700313126717
GJB1,0.9239247397894335,0.9650626276985412,0.08321115637047123,9.457320957649046,False,False,0.9650626276985412
GK,0.9893664869019486,0.992393055152454,0.16012163050427422,18.77149800556462,False,False,0.992393055152454
GLI3,0.08145425492490024,0.2814994544033301,1.5526976067299914,8.177103932310896,False,False,0.2814994544033301
GLDC,0.33409801251245674,0.5757488614620458,-0.18589796729623614,68.00635398306497,False,False,0.5757488614620458
