gene,pval,qval,log2fc,mean,zero_mean,zero_variance,FDR
A2M,2.4571670402608926e-07,3.998677374313747e-06,-0.48111853584020653,664.562770357068,False,False,3.998677374313747e-06
NAT2,0.28597979633114246,0.39731822882678547,0.4356116196305827,10.984037700115435,False,False,0.39731822882678547
ACADM,0.0003928693443524426,0.0023313859777271476,-0.42846228511283124,35.432710365961064,False,False,0.0023313859777271476
ACADS,0.0002761252417029579,0.0017539118940026878,0.7756637071959036,22.496974855461374,False,False,0.0017539118940026878
ACAT1,8.178659262551276e-09,1.915566232088434e-07,-0.43627992944253124,69.75274143603023,False,False,1.915566232088434e-07
ACVRL1,5.062888911002814e-09,1.2595224723111353e-07,-0.6804676531889001,56.036875449571035,False,False,1.2595224723111353e-07
PSEN1,0.06484620713802428,0.1275387758949128,0.6797429078623367,13.819125245881562,False,False,0.1275387758949128
ADA,0.0005508438060251496,0.003084825345909002,0.8339036435898717,14.657545576159587,False,False,0.003084825345909002
SGCA,7.290458918989655e-16,8.993024091871039e-14,1.5510868293321332,35.039019207026335,False,False,8.993024091871039e-14
ADRB2,0.0028174832899212758,0.01108717424785482,0.6802728807544811,12.272366619750159,False,False,0.01108717424785482
ADRB3,0.2383156269734782,0.34595591133612635,0.35488027965502916,10.509300583961025,False,False,0.34595591133612635
AGL,0.17149199364938816,0.2698916695155762,0.3449635474421464,10.184718004009067,False,False,0.2698916695155762
AGXT,2.0843623474744416e-06,2.621818933740285e-05,1.3272692145317668,14.332148059102511,False,False,2.621818933740285e-05
ABCD1,0.33053951574447826,0.44528377574227024,0.23128524664772035,13.191521350169342,False,False,0.44528377574227024
ALDOB,5.095840140294301e-15,5.209300006401405e-13,-1.693409664806748,293.3306397303639,False,False,5.209300006401405e-13
AMPD1,0.0021727286158858697,0.009003806848765117,0.9236336713254981,9.539250629860282,False,False,0.009003806848765117
APC,0.1650271657878304,0.2620578139866311,-0.18805725498949552,13.734197360557197,False,False,0.2620578139866311
APOA1,0.011716293607295432,0.03386761140693444,0.8621531236342302,12.28613946261822,False,False,0.03386761140693444
APOC3,1.8037628797206907e-07,3.025840848909514e-06,1.0774546275351313,23.49222395724098,False,False,3.025840848909514e-06
APOE,2.612199000742069e-07,4.232357102515806e-06,-0.45982969470972074,108.55446619635461,False,False,4.232357102515806e-06
APOH,0.5024448670335795,0.6112253369311191,0.3780420435169786,9.737923500521871,False,False,0.6112253369311191
ARG1,0.014636928154599105,0.040283665275107426,0.7408466481446291,15.793968213484591,False,False,0.040283665275107426
ARSB,0.41588350817132647,0.5301435288796036,0.29888667423890813,15.335292457734178,False,False,0.5301435288796036
ASL,0.2596702958938252,0.3691364078767246,0.3026979454166015,15.443600596997562,False,False,0.3691364078767246
ASPA,0.8089619045647395,0.8634184425566092,0.019084908493980347,12.029724556327666,False,False,0.8634184425566092
ASS1,0.007687407411476785,0.024433324136799498,-0.29933712959861036,126.54499033473482,False,False,0.024433324136799498
ATM,0.5600661084712136,0.661616753179012,-0.042076118279459195,17.30160676072908,False,False,0.661616753179012
ATP7A,0.4483326595025854,0.5603174061990096,0.21672006551170758,15.032258155361918,False,False,0.5603174061990096
ATP7B,0.023926705779660377,0.05891095635942195,0.780535502091098,11.039030382297183,False,False,0.05891095635942195
AVPR2,0.55651835472236,0.6586564948521412,0.3092431729118989,8.582275947468393,False,False,0.6586564948521412
BLM,0.00013271142367769217,0.000949919760402365,1.097880421341535,13.56284850715791,False,False,0.000949919760402365
BRCA2,0.11367408561147199,0.1965711781372959,0.43121679775431987,15.27355416829154,False,False,0.1965711781372959
BTD,0.49194517581270314,0.6013385471402819,-0.12964071431898863,15.202367097739405,False,False,0.6013385471402819
BTK,0.12728374093481776,0.21420018722300435,0.32643806214678117,12.58841288649796,False,False,0.21420018722300435
SERPING1,0.22793952207812385,0.3344916030237967,-0.01752835000954569,313.86559239329904,False,False,0.3344916030237967
C2,0.1880357942235692,0.28863666007289707,0.4822252053891446,11.331717542353893,False,False,0.28863666007289707
C3,1.735840730007787e-09,4.859041002622403e-08,0.8405992903200551,110.29008442923526,False,False,4.859041002622403e-08
C6,0.586118656309239,0.6845697195865326,0.286504217937844,13.283758470676089,False,False,0.6845697195865326
C8B,0.18260728041273033,0.2829090270013187,0.4888650420463692,10.884296282825854,False,False,0.2829090270013187
CA2,0.0002493350622051679,0.0016136574522498152,-0.4064402982882838,66.58376168884686,False,False,0.0016136574522498152
CACNA1S,0.03043342948102297,0.07115361962185596,0.5867037843393552,13.952646204289174,False,False,0.07115361962185596
CBS,0.00013856317581845465,0.0009834424404176702,0.8215289388562548,20.650236232168723,False,False,0.0009834424404176702
CD36,6.210902544387517e-06,6.791981665413844e-05,1.0601647498357136,16.007818106836922,False,False,6.791981665413844e-05
CD3G,0.01911782287621719,0.04960553592464544,0.6837120660704593,11.246096847841404,False,False,0.04960553592464544
CD40LG,0.4808593102038533,0.5907542004687129,0.2532980561392497,9.911627859077198,False,False,0.5907542004687129
CDK4,0.6808161618675515,0.7649466506579611,0.04900430167142787,19.139291084852793,False,False,0.7649466506579611
CDKN1C,1.046304258358459e-23,2.4199709615508208e-20,-1.550622032138412,574.1692494642015,False,False,2.4199709615508208e-20
CETP,0.004394948387953756,0.015713957492233498,0.8033451930121713,14.186940468397715,False,False,0.015713957492233498
CHRNE,0.17805587390505473,0.27771793263636746,0.4599859806149651,15.490949720344286,False,False,0.27771793263636746
LYST,0.06123769199873895,0.12182356897674086,0.4942752925634883,23.507766902846775,False,False,0.12182356897674086
ERCC8,0.06892859576787741,0.13366021876892012,0.3932688460640236,12.82355187563288,False,False,0.13366021876892012
CLCN1,0.022680553588836184,0.05656534344982287,1.0910919680276479,9.900698924224649,False,False,0.05656534344982287
CLCN5,0.5248239917807404,0.6316390217197241,-0.12557128302699885,6.384148645721026,False,False,0.6316390217197241
CLN3,0.09613028587131384,0.1725049635803433,0.6238518190881771,10.680119488863337,False,False,0.1725049635803433
CNGA1,0.11028694777665886,0.19197547380350677,0.41717499038577455,12.186780583938496,False,False,0.19197547380350677
COL1A1,5.6555336311255836e-08,1.0754813851666667e-06,1.295308050693607,19.985919465954673,False,False,1.0754813851666667e-06
COL1A2,5.10684480677035e-08,9.802069446024043e-07,0.644306966565688,88.17771681203138,False,False,9.802069446024043e-07
