,ROI_ID,SegmentLabel,SegmentDisplayName,Sample_ID,AOISurfaceArea,AOINucleiCount,ROICoordinateX,ROICoordinateY,RawReads,TrimmedReads,disease_status,pathology,region,LOQ,NormalizationFactor,q05_cell_density_per_mm2_Ascending vasa recta endothelium,q05_cell_density_per_mm2_B cell,q05_cell_density_per_mm2_CD4 T cell,q05_cell_density_per_mm2_CD8 T cell,q05_cell_density_per_mm2_Connecting tubule,q05_cell_density_per_mm2_Descending vasa recta endothelium,q05_cell_density_per_mm2_Distinct proximal tubule 1,q05_cell_density_per_mm2_Distinct proximal tubule 2,q05_cell_density_per_mm2_Epithelial progenitor cell,q05_cell_density_per_mm2_Fibroblast,q05_cell_density_per_mm2_Glomerular endothelium,q05_cell_density_per_mm2_Indistinct intercalated cell,q05_cell_density_per_mm2_MNP-a/classical monocyte derived,q05_cell_density_per_mm2_MNP-b/non-classical monocyte derived,q05_cell_density_per_mm2_MNP-c/dendritic cell,q05_cell_density_per_mm2_MNP-d/Tissue macrophage,q05_cell_density_per_mm2_Mast cell,q05_cell_density_per_mm2_Myofibroblast,q05_cell_density_per_mm2_NK cell,q05_cell_density_per_mm2_NKT cell,q05_cell_density_per_mm2_Neutrophil,q05_cell_density_per_mm2_Pelvic epithelium,q05_cell_density_per_mm2_Peritubular capillary endothelium 1,q05_cell_density_per_mm2_Peritubular capillary endothelium 2,q05_cell_density_per_mm2_Plasmacytoid dendritic cell,q05_cell_density_per_mm2_Podocyte,q05_cell_density_per_mm2_Principal cell,q05_cell_density_per_mm2_Proliferating Proximal Tubule,q05_cell_density_per_mm2_Proximal tubule,q05_cell_density_per_mm2_Thick ascending limb of Loop of Henle,q05_cell_density_per_mm2_Transitional urothelium,q05_cell_density_per_mm2_Type A intercalated cell,q05_cell_density_per_mm2_Type B intercalated cell
0,disease3_scan-001.png,PanCK,disease3_scan | 001 | PanCK,DSP-1001250007864-D-H01,22152.10924,183,23572,-39228,7485137,7423555,DKD,nan,tubule,36.23893998,0.400860685,1.037865896614656,82.5957562248377,297.12960903721194,241.38768685769284,1862.4124335520166,4.635405200342098,220.28554243896943,589.8963302717899,885.9458068709462,37.65089662868669,9.241130551138225,321.8401457504975,0.23009816123544155,0.10441439476234407,85.9686376084321,122.5308047486217,19.144304146232432,2.8189968054814103,95.30523941911646,8.68572910021355,4.621258046321469,32.60452232850619,10.335538590429053,0.965968102163308,18.33722156146364,19.825520501543227,476.6813572948028,13.27197248291524,2998.4175466611896,1233.8162015578655,1.4441908342066172,866.3018100314964,61.446997070842
1,disease3_scan-001.png,neg,disease3_scan | 001 | neg,DSP-1001250007864-D-H02,71817.92407000001,421,23572,-39228,11365209,11264938,DKD,nan,tubule,62.92290087,0.246242992,107.92389649716398,196.64565891377444,478.7274182412067,29.47289401556819,66.32203038415342,17.931695064540985,323.41386637457174,1016.2069571008227,165.87486138929853,209.5669191491312,4.345937697523379,27.63830380187397,37.12087783169704,6.258110885471172,174.74460560484454,141.01733489950217,21.683596797337962,190.2889643081988,59.70735855614186,7.2882628314659295,5.8640383909227465,45.80422143254025,21.991771262539803,2.5433084107070023,2.523208140543223,12.773780454096475,1.0445036033988653,281.41462945670787,3620.1622407361438,6.771369246027358,1.1262795073727299,61.000207889919174,18.16107708236738
2,disease3_scan-002.png,PanCK,disease3_scan | 002 | PanCK,DSP-1001250007864-D-H03,37316.6978,323,22404,-47078,5764010,5716732,DKD,nan,tubule,42.64231724,0.325226594,1.1473030475833963,54.353768311254605,823.5539716487679,55.45753860776159,1284.120545526449,1.1679774231486642,478.8611328290094,435.5510495586451,876.3683754494751,26.60725363595036,2.8892964104690915,1033.7079254885437,0.187230595904668,0.24066888333274264,169.22495780743427,8.495471602981343,30.8591239970943,1.3779989956087773,5.570360374637032,2.867597010237077,1.6136025544535146,38.81621029362608,10.289722825378172,0.36998256511366107,8.829500066240678,0.06607194443031385,957.8788436015727,18.052380237298784,1929.4479274337566,1451.949008402177,21.384848974449227,105.01357445527935,237.00479665436438
3,disease3_scan-002.png,neg,disease3_scan | 002 | neg,DSP-1001250007864-D-H04,102112.7268,565,22404,-47078,12870214,12767450,DKD,nan,tubule,71.28489581,0.20278834699999998,238.46651931221942,164.91494479774425,723.8078399647397,7.617643034062867,79.19139973607147,13.490336730375118,233.95924666128607,803.9879118671731,376.7145096935804,188.09622160921901,3.116202898816897,41.787574098455615,44.335492487144506,2.723918277665546,141.4713692563947,115.61821604977207,49.2775436978599,175.29608729984105,3.4490768882382072,2.0726908525828427,4.86168465684772,13.796387813650133,74.39419696122367,1.6244663932956818,10.942503330468242,0.2785979400357122,0.7542441679259507,391.67516157555536,1247.984218591259,988.1779014918918,0.4935755255168896,70.67231381691946,75.0515041706093
4,disease3_scan-003.png,PanCK,disease3_scan | 003 | PanCK,DSP-1001250007864-D-H05,18398.68515,162,26308,-51612,3411689,3382824,DKD,nan,tubule,19.66864584,0.574566982,0.2151149067569899,58.2305249234006,344.40681030493215,275.6199060688449,1252.13706734957,0.2629156496130484,712.3729437814833,1183.8599034759254,1734.6351393630082,36.090469355554866,0.20791759851286185,160.57102809846526,0.03034218546660038,0.03371992873466312,122.47418748972665,17.645898510238627,26.02324808235237,0.6655733811092369,23.291793063387146,3.7471817799580736,0.8820816131038307,48.370459738123934,1.9164319755888632,0.032338471432001616,26.51381907964344,0.6134313525233489,63.221800724879884,11.096627042648102,2563.6515595639253,1328.5873376876525,4.752952720054037,552.421685659953,165.73130097517432
5,disease3_scan-003.png,neg,disease3_scan | 003 | neg,DSP-1001250007864-D-H06,85148.24407,490,26308,-51612,9362879,9287046,DKD,nan,tubule,41.58222868,0.331480951,86.7178726219424,63.884993005078194,673.8510121984622,10.503582464070425,36.517328318960274,5.865684675472692,304.39238909698366,964.87486064521,119.79498748031463,154.152155386891,10.143903890444538,29.58019188630639,20.468581511402874,1.695091566020387,97.59947924862269,118.753859415241,32.97348029887695,198.1207845372102,3.9952010753452116,3.144221855743794,2.698597824481153,26.956344255316445,13.343554133882222,3.9419097839855373,15.11793405993265,10.801302814261623,0.21301592325050595,399.3000292777224,2536.434876379604,5.116883836515986,0.843856575793846,21.185780387009963,39.073068171350435
6,disease3_scan-004.png,PanCK,disease3_scan | 004 | PanCK,DSP-1001250007864-D-H07,34778.48067,293,17325,-23304,13944956,13833308,DKD,nan,tubule,61.01221297,0.215462618,0.8098772140499615,252.1257353849739,223.68816111910104,634.6780593411482,1415.439465960009,4.003621394158746,956.3956078440823,832.9547118596988,3934.838773777821,200.3656072286369,0.5147917775330583,22.78638951660503,0.3829553197188187,0.21043105082833152,367.09612393227565,65.20306850613359,103.89256716390148,8.856073703021059,92.70341904630031,23.8681111190387,4.352700157406744,188.38181222223477,7.191898512097619,1.1553324359634751,22.63921034198997,0.1403159465655868,194.83965125895776,15.106460833587219,1014.9757334611239,1403.7045200768198,1.1893913620905203,349.86272847670637,115.23320475601358
7,disease3_scan-004.png,neg,disease3_scan | 004 | neg,DSP-1001250007864-D-H08,87237.4963,758,17325,-23304,12560668,12469636,DKD,nan,tubule,58.66622855,0.23293256,347.9075231609536,729.4295172547504,960.3729021317397,3.09510820804686,2.9145244889459163,51.564681358103506,330.96874923115496,898.5757177170316,127.00307509899119,508.45140328052435,4.484670095167033,106.62414701284456,65.97748170019807,52.28909535119155,263.5254168879557,394.48955704255104,91.3170138432775,703.6132127049367,2.4613210186356533,4.302500511538336,5.30250570849355,41.55868860129737,56.26822514997198,7.597301813303955,1.055645652670656,3.3953884613489103,0.23189690325738946,639.001399242913,461.70205946994736,8.051618017571498,0.9174273821323004,9.568833501307207,19.09251115723587
8,disease3_scan-005.png,PanCK,disease3_scan | 005 | PanCK,DSP-1001250007864-D-H09,23435.74219,201,19799,-24688,7081335,7023806,DKD,nan,tubule,30.2498288,0.400860685,0.4851268825939744,567.5246565738634,153.29906048284573,550.2122355041556,907.0773609462017,0.9629118574734592,1012.752575801304,788.9824564776819,3176.030080172445,287.61212263633166,0.4825445779601241,14.907886570839324,0.29509343979460284,0.07295085077184486,159.65098340959082,56.29827754059164,192.2388889248097,14.93093441148546,40.31444045902393,12.162813365812653,1.74320456122396,93.45596294294869,0.2253987352157621,0.32499353106331397,13.245649412893686,0.02783897645210824,105.99336717515145,17.386196362978488,2964.757333697328,25.26819340587755,0.5101237883186847,397.7558956959737,176.2074202496373
9,disease3_scan-005.png,neg,disease3_scan | 005 | neg,DSP-1001250007864-D-H10,78840.78742000001,714,19799,-24688,8937231,8854957,DKD,nan,tubule,43.46058185,0.28257392600000003,207.30734394752608,738.8447548914003,991.3518000694514,3.593642603233825,0.4463754773393955,3.7088036900437378,533.944924646399,1137.853170869774,191.59839279103483,589.3622211786219,0.8650092065844891,84.75637531749659,65.69109866426002,15.043466576403198,184.32398194737576,154.0766892554621,97.95153097943613,445.1475629116917,3.866899632313925,4.5483343626395385,3.7737131160733064,54.68724369578339,43.91843945861113,0.3013571721318093,0.9307010964161484,0.06854735639443885,0.11197497184558916,616.2487460425534,1016.4151171972757,3.295918693973773,1.1161871557752885,7.897207387567056,41.14246053802583
